API,class,stress,level,initial_API,initial_deg,stressed_API_true,stressed_deg_true,stressed_API_meas,stressed_deg_meas
Run_2334,peptide,oxidation,mid,100.02,0.20,89.42,10.80,89.59,11.23
Run_2335,small_nonvolatile,thermal,high,100.05,0.20,59.93,40.32,60.06,39.84
Run_2336,small_volatile,acid,high,100.03,0.89,70.43,30.49,70.45,30.33
Run_2337,small_volatile,photolysis,high,99.79,0.99,58.40,37.96,57.82,37.94
Run_2338,peptide,photolysis,mid,100.18,0.44,94.05,6.58,93.93,7.17
Run_2339,peptide,base,low,100.61,0.58,95.34,5.85,94.80,5.55
Run_2340,peptide,thermal,low,100.35,0.33,99.22,1.46,100.01,1.96
Run_2341,small_volatile,thermal,mid,100.15,0.85,87.97,13.02,88.15,13.81
Run_2342,small_nonvolatile,acid,low,99.49,0.39,96.13,3.76,95.86,2.77
Run_2343,small_nonvolatile,photolysis,mid,100.19,0.53,94.24,6.49,93.59,6.40
Run_2344,small_nonvolatile,base,low,99.69,0.22,98.55,1.35,98.56,1.08
Run_2345,peptide,acid,high,99.87,0.83,59.10,41.60,59.02,41.86
Run_2346,small_volatile,base,low,99.75,0.75,96.07,3.88,95.42,4.33
Run_2347,small_nonvolatile,photolysis,high,101.08,0.42,78.73,22.77,79.16,22.52
Run_2348,peptide,photolysis,low,99.61,0.88,94.24,6.26,94.88,6.41
Run_2349,peptide,thermal,low,99.29,0.17,96.59,2.88,95.97,2.23
Run_2350,small_nonvolatile,base,mid,99.70,0.24,90.12,9.82,90.20,8.94
Run_2351,peptide,thermal,low,100.39,0.63,98.71,2.30,98.77,1.81
Run_2352,peptide,base,high,100.06,0.43,73.76,26.73,73.68,26.82
Run_2353,peptide,base,low,100.39,0.34,98.36,2.37,97.85,2.14
Run_2354,small_nonvolatile,acid,high,99.58,0.30,62.89,36.99,63.20,36.97
Run_2355,peptide,base,high,100.49,0.99,57.62,43.87,57.21,44.39
Run_2356,small_volatile,thermal,mid,99.76,0.45,81.18,19.02,81.19,18.38
Run_2357,peptide,base,mid,100.30,0.70,87.26,13.74,87.25,14.48
Run_2358,small_volatile,base,high,100.18,0.49,75.24,25.43,75.35,25.78
Run_2359,peptide,acid,mid,99.19,0.51,85.09,14.60,86.58,10.03
Run_2360,small_volatile,base,mid,99.25,0.97,80.05,20.17,80.03,19.37
Run_2361,small_nonvolatile,oxidation,high,100.15,0.85,52.25,48.75,52.92,49.75
Run_2362,small_volatile,oxidation,high,99.23,0.36,74.79,20.76,74.50,21.35
Run_2363,peptide,oxidation,low,99.85,0.64,98.33,2.15,98.67,2.22
Run_2364,small_nonvolatile,oxidation,mid,100.58,0.20,94.68,6.10,94.18,6.78
Run_2365,peptide,thermal,low,100.27,0.93,98.29,2.91,98.52,3.16
Run_2366,small_volatile,photolysis,high,100.10,0.25,81.62,18.74,81.55,18.70
Run_2367,peptide,base,low,99.70,0.54,97.13,3.10,96.83,3.14
Run_2368,peptide,acid,mid,99.76,0.62,93.89,6.50,93.54,7.05
Run_2369,small_volatile,base,mid,100.75,0.38,89.92,11.21,89.50,10.88
Run_2370,small_nonvolatile,acid,low,100.64,0.58,99.15,2.06,99.65,1.43
Run_2371,small_volatile,base,low,99.80,0.83,95.50,5.14,96.12,5.10
Run_2372,small_nonvolatile,acid,low,100.79,0.90,96.88,4.80,96.65,4.27
Run_2373,small_volatile,thermal,high,99.14,0.23,59.29,40.08,58.46,40.56
Run_2374,peptide,acid,low,100.64,0.14,95.56,5.22,95.39,6.14
Run_2375,peptide,photolysis,high,99.82,0.73,78.13,22.42,78.87,22.07
Run_2376,small_volatile,base,mid,99.97,0.90,84.76,16.10,85.00,15.61
Run_2377,peptide,base,high,100.11,0.45,80.32,20.24,80.78,20.27
Run_2378,peptide,photolysis,mid,100.75,0.11,95.19,5.66,94.88,6.77
Run_2379,small_volatile,oxidation,mid,98.80,0.80,85.69,13.90,85.24,13.34
Run_2380,small_volatile,oxidation,low,99.53,0.92,98.44,2.01,97.97,1.68
Run_2381,peptide,photolysis,mid,100.49,0.43,87.10,13.82,87.30,13.90
Run_2382,small_nonvolatile,photolysis,high,99.10,0.46,51.80,47.77,51.63,47.46
Run_2383,small_volatile,oxidation,mid,99.75,0.48,82.25,17.99,82.96,17.72
Run_2384,peptide,base,high,99.89,0.96,52.45,48.40,52.65,47.92
Run_2385,small_volatile,oxidation,low,100.56,0.92,97.25,3.62,97.42,3.13
Run_2386,small_nonvolatile,oxidation,high,99.36,0.44,46.22,53.57,46.07,53.68
Run_2387,peptide,base,high,98.99,0.50,68.02,31.47,66.81,31.51
Run_2388,peptide,acid,low,99.22,0.59,94.34,5.47,94.88,5.22
Run_2389,peptide,acid,high,99.83,0.95,69.95,30.83,70.52,31.11
Run_2390,small_volatile,oxidation,high,99.72,0.67,54.00,46.39,53.95,46.02
Run_2391,small_volatile,base,low,99.41,0.85,96.27,3.99,96.48,3.17
Run_2392,small_nonvolatile,thermal,low,100.65,0.82,96.65,4.82,96.59,4.76
Run_2393,small_volatile,thermal,mid,100.04,0.91,93.50,7.45,93.46,7.56
Run_2394,peptide,photolysis,low,99.88,0.30,98.76,1.42,99.23,1.10
Run_2395,peptide,base,mid,99.25,0.94,88.02,12.16,88.48,12.77
Run_2396,small_nonvolatile,thermal,high,99.72,0.94,77.81,22.85,78.18,23.92
Run_2397,small_nonvolatile,base,high,99.90,0.85,58.00,42.75,58.04,41.85
Run_2398,peptide,acid,high,101.06,0.35,60.47,40.94,60.36,40.16
Run_2399,small_volatile,acid,low,101.29,0.13,96.97,3.66,97.20,4.91
Run_2400,small_nonvolatile,photolysis,mid,100.65,0.93,92.26,9.32,91.71,6.97
Run_2401,small_volatile,thermal,low,100.28,0.44,96.10,4.62,96.16,5.05
Run_2402,small_nonvolatile,base,low,99.78,0.52,96.18,4.13,95.44,5.00
Run_2403,small_volatile,oxidation,high,99.63,0.63,64.11,36.14,63.86,36.18
Run_2404,small_volatile,base,mid,99.36,0.68,85.56,14.47,84.47,15.12
Run_2405,small_volatile,acid,high,100.28,0.63,66.82,34.08,66.88,34.10
Run_2406,small_volatile,thermal,mid,99.94,0.24,88.07,12.11,87.82,7.89
Run_2407,peptide,acid,mid,99.83,0.20,92.79,7.24,93.04,7.51
Run_2408,small_nonvolatile,oxidation,mid,99.56,0.34,93.24,6.67,93.46,7.02
Run_2409,small_volatile,base,mid,100.37,0.55,79.81,18.02,78.72,18.93
Run_2410,peptide,thermal,mid,99.49,0.96,84.19,16.25,83.59,16.31
Run_2411,small_nonvolatile,acid,mid,99.61,0.54,92.69,7.46,92.55,7.93
Run_2412,small_volatile,base,mid,100.40,0.68,82.92,18.17,82.96,18.43
Run_2413,small_nonvolatile,base,mid,100.04,0.30,89.20,11.14,89.55,10.48
Run_2414,small_nonvolatile,photolysis,high,99.10,0.74,59.24,40.60,59.56,41.08
Run_2415,small_nonvolatile,oxidation,mid,100.49,0.21,88.64,12.06,88.65,11.90
Run_2416,small_volatile,acid,mid,100.86,0.37,91.82,7.53,91.52,6.70
Run_2417,peptide,base,mid,100.13,0.37,86.89,13.61,86.77,14.04
Run_2418,small_volatile,thermal,mid,100.12,0.77,83.95,16.94,83.31,16.49
Run_2419,small_volatile,oxidation,low,99.43,0.50,94.26,5.66,93.81,5.86
Run_2420,small_volatile,acid,mid,100.04,0.60,90.30,9.68,90.46,6.93
Run_2421,small_volatile,photolysis,mid,99.86,0.86,82.72,15.84,82.81,16.31
Run_2422,peptide,thermal,mid,100.27,0.90,82.58,18.59,82.43,19.27
Run_2423,small_volatile,oxidation,high,99.65,0.89,74.77,25.77,74.93,25.70
Run_2424,small_nonvolatile,photolysis,low,100.60,0.69,95.95,5.34,96.04,5.23
Run_2425,peptide,base,mid,99.63,0.19,92.89,6.93,92.70,7.19
Run_2426,peptide,oxidation,low,99.48,0.91,97.75,2.64,98.73,1.43
Run_2427,small_volatile,base,low,100.48,0.87,97.66,3.69,97.78,4.08
Run_2428,small_volatile,oxidation,high,100.07,0.72,59.85,40.94,60.75,40.63
Run_2429,small_nonvolatile,oxidation,high,99.70,0.51,59.09,41.12,57.88,41.04
Run_2430,peptide,thermal,high,99.66,0.51,54.66,45.50,54.81,45.07
Run_2431,small_nonvolatile,photolysis,mid,99.99,0.32,82.87,17.44,82.35,18.20
Run_2432,peptide,thermal,low,100.79,0.64,97.67,3.76,97.72,4.69
Run_2433,small_nonvolatile,photolysis,high,100.36,0.41,60.26,40.51,60.15,39.43
Run_2434,small_volatile,base,high,99.60,0.66,52.29,42.15,51.56,42.17
Run_2435,small_volatile,oxidation,mid,99.88,0.93,84.19,16.61,84.94,16.84
Run_2436,small_volatile,photolysis,mid,99.74,0.95,79.21,18.89,79.16,19.27
Run_2437,small_nonvolatile,photolysis,high,99.79,0.85,57.83,42.81,57.85,43.12
Run_2438,small_nonvolatile,base,low,100.00,0.98,96.08,4.90,96.43,4.27
Run_2439,small_volatile,thermal,high,99.72,0.82,75.86,20.19,75.49,20.34
Run_2440,peptide,photolysis,mid,100.78,0.31,81.73,19.36,81.91,19.62
Run_2441,small_nonvolatile,photolysis,high,99.33,0.80,52.88,47.25,53.46,47.12
Run_2442,small_nonvolatile,acid,low,100.20,1.00,97.17,4.03,96.53,4.54
Run_2443,small_nonvolatile,thermal,low,100.54,0.15,97.52,3.18,97.42,3.50
Run_2444,peptide,acid,high,100.08,0.18,72.14,28.13,71.83,27.76
Run_2445,small_volatile,photolysis,mid,100.56,0.36,93.44,7.47,93.88,7.25
Run_2446,small_nonvolatile,base,mid,99.82,0.27,79.45,20.64,80.01,21.26
Run_2447,peptide,photolysis,low,99.82,0.43,96.82,3.43,95.85,3.30
Run_2448,small_volatile,acid,mid,98.35,0.88,92.63,6.60,91.44,6.54
Run_2449,small_volatile,photolysis,high,99.99,0.58,53.92,46.66,54.12,47.36
Run_2450,small_volatile,thermal,low,100.50,0.17,99.06,1.47,98.31,1.21
Run_2451,peptide,thermal,high,99.98,0.29,70.08,30.18,69.69,30.74
Run_2452,peptide,photolysis,low,99.24,0.52,97.86,1.90,96.97,2.29
Run_2453,peptide,thermal,mid,99.30,0.21,91.16,8.34,91.24,8.13
Run_2454,small_volatile,acid,mid,100.86,0.19,87.80,13.25,87.80,13.73
Run_2455,small_volatile,photolysis,mid,100.06,0.90,94.87,6.08,95.16,5.92
Run_2456,peptide,thermal,high,99.82,0.42,65.58,34.65,65.50,35.22
Run_2457,small_volatile,oxidation,low,99.94,0.54,94.99,4.80,95.13,4.95
Run_2458,small_nonvolatile,photolysis,high,100.34,0.68,74.05,26.97,74.48,26.62
Run_2459,peptide,acid,high,100.43,0.37,59.60,41.20,60.10,41.01
Run_2460,small_volatile,base,high,99.93,0.30,66.32,33.92,66.79,33.27
Run_2461,peptide,photolysis,low,101.04,0.38,96.54,4.89,96.18,5.00
Run_2462,small_volatile,oxidation,low,99.20,0.79,96.42,3.56,96.43,4.72
Run_2463,small_volatile,thermal,mid,99.55,0.95,82.31,18.19,81.79,17.27
Run_2464,small_nonvolatile,acid,mid,100.76,0.57,93.74,7.58,93.04,5.32
Run_2465,small_volatile,photolysis,mid,99.91,0.58,89.50,10.99,88.36,10.75
Run_2466,small_volatile,thermal,mid,99.86,0.42,87.40,12.88,86.87,12.61
Run_2467,small_nonvolatile,base,high,99.84,0.12,55.03,44.94,54.60,45.53
Run_2468,small_volatile,base,high,100.40,0.14,68.21,32.33,67.68,32.78
Run_2469,peptide,base,low,99.24,0.72,96.13,3.83,95.73,3.49
Run_2470,small_nonvolatile,photolysis,low,99.17,0.24,95.06,4.35,95.08,3.19
Run_2471,small_volatile,acid,mid,99.93,0.60,85.67,14.85,86.23,14.60
Run_2472,small_volatile,thermal,mid,100.40,0.91,85.98,15.34,86.24,15.31
Run_2473,small_volatile,thermal,mid,100.36,0.97,89.04,12.29,88.62,8.53
Run_2474,small_nonvolatile,photolysis,low,99.99,0.91,97.45,3.46,97.16,3.54
Run_2475,small_volatile,thermal,low,99.30,0.92,95.39,4.83,96.48,5.21
Run_2476,peptide,oxidation,mid,100.59,0.69,87.10,14.18,87.37,14.85
Run_2477,small_nonvolatile,photolysis,mid,100.01,0.45,88.03,12.42,87.24,11.84
Run_2478,peptide,acid,low,100.17,0.51,95.63,5.05,95.01,4.63
Run_2479,small_volatile,thermal,low,100.27,0.23,97.56,2.73,97.08,2.55
Run_2480,small_volatile,thermal,high,99.87,0.77,53.36,43.75,53.08,44.43
Run_2481,small_volatile,oxidation,low,99.52,0.59,97.63,2.48,97.38,2.25
Run_2482,small_nonvolatile,oxidation,high,99.60,0.66,77.18,23.08,77.30,23.18
Run_2483,peptide,thermal,low,100.04,0.65,96.71,3.98,97.79,3.69
Run_2484,peptide,acid,mid,99.63,0.26,85.93,13.96,86.19,13.84
Run_2485,small_nonvolatile,oxidation,high,100.10,0.60,62.50,38.19,62.49,38.35
Run_2486,small_volatile,acid,high,100.37,0.24,66.23,34.38,66.04,33.72
Run_2487,peptide,base,low,99.95,0.78,96.93,3.80,97.39,3.77
Run_2488,small_nonvolatile,base,high,99.41,0.39,55.72,44.08,56.49,44.76
Run_2489,small_volatile,thermal,mid,99.88,0.99,88.83,12.05,88.63,8.76
Run_2490,small_volatile,oxidation,high,100.72,0.58,57.94,39.82,58.67,39.84
Run_2491,small_volatile,base,high,100.27,0.39,49.33,51.33,49.08,51.22
Run_2492,peptide,acid,mid,99.86,0.92,90.18,10.60,90.52,11.29
Run_2493,small_nonvolatile,oxidation,low,100.12,0.28,97.64,2.76,97.36,1.73
Run_2494,peptide,acid,low,99.97,0.66,98.45,2.17,98.95,1.52
Run_2495,small_nonvolatile,base,low,99.97,0.18,97.40,2.76,97.26,2.66
Run_2496,small_volatile,acid,high,99.39,0.25,72.72,26.92,71.90,27.14
Run_2497,small_nonvolatile,oxidation,low,99.68,0.39,96.76,3.30,96.82,2.69
Run_2498,peptide,base,low,100.05,0.38,96.75,3.68,96.03,3.51
Run_2499,small_nonvolatile,base,mid,99.65,0.92,92.48,8.09,92.39,7.43
Run_2500,peptide,thermal,low,100.31,0.48,97.01,3.78,97.28,3.93
Run_2501,peptide,photolysis,mid,99.60,0.82,85.18,15.23,84.95,14.95
Run_2502,peptide,base,mid,99.93,0.52,90.74,9.71,91.63,9.32
Run_2503,small_volatile,photolysis,high,99.60,0.66,69.16,31.10,69.18,31.53
Run_2504,small_nonvolatile,oxidation,mid,99.85,0.93,83.27,17.51,82.83,17.42
Run_2505,small_nonvolatile,acid,low,100.20,0.86,94.99,6.07,94.15,5.91
Run_2506,peptide,photolysis,mid,99.58,0.51,87.22,12.87,86.64,8.68
Run_2507,peptide,thermal,low,101.22,0.79,98.10,3.90,97.83,4.18
Run_2508,small_nonvolatile,acid,low,100.22,0.55,97.42,3.34,97.35,3.06
Run_2509,peptide,base,high,100.59,0.98,77.13,24.44,77.31,25.28
Run_2510,small_volatile,acid,high,99.75,0.16,63.97,35.94,63.69,35.69
Run_2511,small_nonvolatile,photolysis,low,100.48,0.57,96.28,4.78,95.89,4.97
Run_2512,peptide,photolysis,low,100.73,0.80,99.04,2.49,98.74,2.04
Run_2513,small_volatile,base,high,100.65,0.85,63.13,38.37,62.74,38.26
Run_2514,peptide,acid,low,99.14,0.90,94.17,5.86,94.32,5.28
Run_2515,small_nonvolatile,oxidation,mid,99.68,0.89,87.66,12.91,88.72,12.61
Run_2516,small_nonvolatile,photolysis,high,99.18,0.18,76.92,22.44,77.08,21.87
Run_2517,small_volatile,acid,mid,99.90,0.84,81.61,19.13,81.08,19.04
Run_2518,small_volatile,thermal,low,100.10,0.20,97.80,2.50,97.46,2.24
Run_2519,small_nonvolatile,thermal,mid,100.21,0.89,92.74,8.35,93.15,7.62
Run_2520,small_nonvolatile,acid,mid,99.25,0.55,89.37,10.43,89.38,9.19
Run_2521,peptide,photolysis,mid,100.48,0.92,84.33,17.06,84.73,17.35
Run_2522,small_nonvolatile,acid,mid,99.77,0.22,91.46,8.52,90.72,8.38
Run_2523,peptide,base,low,100.29,0.42,96.34,4.37,97.05,5.05
Run_2524,small_nonvolatile,acid,high,99.98,0.94,76.85,24.07,76.69,23.99
Run_2525,small_nonvolatile,base,low,100.63,0.90,98.27,3.26,97.85,2.27
Run_2526,small_volatile,base,mid,99.93,0.12,88.87,11.18,88.08,11.44
Run_2527,peptide,base,low,99.30,0.45,97.25,2.50,98.18,2.56
Run_2528,small_nonvolatile,base,low,99.48,0.59,97.79,2.28,97.64,1.97
Run_2529,peptide,acid,low,100.09,0.17,97.08,3.19,97.72,3.80
Run_2530,small_volatile,thermal,high,99.39,0.12,55.00,44.51,56.03,45.11
Run_2531,small_nonvolatile,photolysis,mid,101.09,0.84,86.35,15.58,86.88,16.67
Run_2532,peptide,photolysis,low,100.86,0.19,97.89,3.16,97.84,3.89
Run_2533,small_volatile,acid,high,100.10,0.94,63.95,31.78,63.52,31.84
Run_2534,peptide,photolysis,high,101.38,0.85,77.93,24.30,78.61,24.23
Run_2535,small_volatile,base,high,99.45,0.27,58.83,40.90,59.40,40.76
Run_2536,peptide,oxidation,mid,100.40,0.64,94.60,6.45,95.19,5.75
Run_2537,small_volatile,thermal,mid,100.50,0.75,84.72,16.53,84.61,17.11
Run_2538,small_volatile,acid,low,100.13,0.15,98.39,1.74,98.15,0.91
Run_2539,peptide,thermal,mid,99.27,0.91,91.51,8.67,91.11,8.28
Run_2540,peptide,base,mid,101.07,0.57,88.69,12.95,88.62,13.05
Run_2541,small_nonvolatile,base,high,99.56,0.51,60.25,39.82,61.36,39.63
Run_2542,peptide,thermal,low,99.92,0.30,95.92,4.30,95.91,4.51
Run_2543,small_nonvolatile,photolysis,low,100.22,0.73,97.86,3.09,97.59,3.44
Run_2544,peptide,thermal,mid,100.28,0.69,81.64,19.33,81.53,19.83
Run_2545,peptide,oxidation,low,99.78,0.25,98.71,1.32,98.49,2.19
Run_2546,small_volatile,photolysis,high,98.75,0.67,72.08,27.35,71.44,26.83
Run_2547,small_volatile,thermal,mid,100.30,0.77,80.53,20.54,81.43,20.86
Run_2548,peptide,oxidation,mid,99.90,0.99,86.92,13.97,87.13,10.04
Run_2549,small_nonvolatile,acid,mid,99.81,0.84,90.73,9.93,90.39,10.28
Run_2550,peptide,oxidation,high,99.15,0.63,55.30,44.49,54.16,45.11
Run_2551,peptide,acid,low,99.76,0.47,96.33,3.90,96.70,3.55
Run_2552,small_volatile,thermal,low,98.62,0.74,95.19,4.17,94.12,4.52
Run_2553,peptide,oxidation,mid,99.79,0.50,80.54,19.75,80.71,20.15
Run_2554,peptide,thermal,mid,99.61,0.24,86.32,13.53,85.50,13.29
Run_2555,peptide,photolysis,mid,99.82,0.94,82.47,18.28,83.08,18.06
Run_2556,small_volatile,base,low,100.74,0.58,96.62,3.80,96.87,3.50
Run_2557,peptide,oxidation,high,99.75,0.62,77.36,23.01,76.94,23.05
Run_2558,small_volatile,photolysis,low,99.94,0.59,96.43,4.11,96.82,4.90
Run_2559,small_volatile,oxidation,mid,99.67,0.67,92.06,8.28,91.77,6.02
Run_2560,small_volatile,base,high,99.74,0.76,55.88,44.62,55.14,44.10
Run_2561,peptide,acid,mid,100.24,0.11,86.66,13.70,86.37,13.83
Run_2562,small_volatile,thermal,high,99.75,0.89,67.65,26.98,67.40,26.97
Run_2563,small_nonvolatile,photolysis,high,100.01,0.44,64.42,36.04,64.17,36.09
Run_2564,small_nonvolatile,thermal,mid,99.60,0.41,92.37,7.64,93.29,8.32
Run_2565,small_nonvolatile,base,mid,99.56,0.49,79.08,20.97,78.09,20.70
Run_2566,small_volatile,base,high,100.03,0.82,69.14,31.71,68.52,31.88
Run_2567,peptide,acid,low,99.46,0.43,98.23,1.65,98.41,1.16
Run_2568,small_volatile,oxidation,high,99.10,0.97,68.42,27.26,68.40,27.34
Run_2569,small_nonvolatile,acid,high,100.34,0.74,78.13,22.95,78.14,22.78
Run_2570,small_volatile,base,high,99.84,0.14,79.68,20.31,80.26,20.06
Run_2571,peptide,acid,mid,99.88,0.28,84.94,15.22,84.61,16.09
Run_2572,small_volatile,base,low,100.18,0.83,98.61,2.39,99.19,2.51
Run_2573,small_nonvolatile,thermal,low,99.37,0.13,96.38,3.12,96.70,3.88
Run_2574,small_volatile,acid,low,100.75,0.68,98.50,2.93,98.78,3.19
Run_2575,peptide,photolysis,low,99.42,0.75,96.41,3.76,96.36,2.95
Run_2576,peptide,base,mid,99.92,0.23,91.86,8.29,92.10,7.46
Run_2577,small_volatile,acid,high,100.40,0.22,61.05,39.58,61.43,39.72
Run_2578,small_volatile,thermal,low,100.17,0.48,95.78,4.87,95.79,4.76
Run_2579,small_nonvolatile,acid,high,100.26,0.69,51.87,49.07,52.23,47.78
Run_2580,small_nonvolatile,oxidation,mid,99.35,0.99,84.90,15.44,85.33,15.24
Run_2581,small_nonvolatile,base,low,100.33,0.67,97.40,3.59,96.84,3.71
Run_2582,small_nonvolatile,photolysis,low,100.56,0.83,99.03,2.37,98.54,2.72
Run_2583,small_volatile,acid,mid,100.54,0.60,93.19,6.66,92.05,7.29
Run_2584,peptide,base,low,100.17,0.12,97.36,2.93,97.55,3.43
Run_2585,small_nonvolatile,base,mid,100.12,0.71,81.80,19.03,81.94,19.88
Run_2586,small_nonvolatile,oxidation,high,100.35,0.19,52.85,47.69,52.94,47.41
Run_2587,small_volatile,photolysis,high,100.12,0.67,55.39,45.41,55.61,44.53
Run_2588,small_nonvolatile,thermal,low,100.40,0.87,95.93,5.34,96.05,5.39
Run_2589,peptide,thermal,low,99.91,0.61,96.29,4.23,96.99,4.70
Run_2590,peptide,oxidation,high,100.35,0.30,62.84,37.81,62.69,38.21
Run_2591,peptide,base,low,99.75,0.19,96.28,3.65,97.03,3.12
Run_2592,small_nonvolatile,base,low,100.10,0.27,95.14,5.23,95.18,4.83
Run_2593,peptide,photolysis,high,99.64,0.51,69.47,30.68,69.95,30.69
Run_2594,small_nonvolatile,thermal,low,99.43,0.99,94.86,5.56,95.59,6.16
Run_2595,small_volatile,oxidation,high,100.16,0.79,76.50,24.45,77.67,25.22
Run_2596,small_nonvolatile,base,low,99.81,0.57,97.41,2.97,97.34,2.46
Run_2597,peptide,base,mid,100.23,0.67,85.08,15.83,85.74,16.32
Run_2598,small_volatile,base,mid,99.15,0.34,83.97,13.53,84.27,12.69
Run_2599,peptide,oxidation,low,100.00,0.26,96.84,3.41,97.59,3.58
Run_2600,small_volatile,oxidation,high,99.20,0.65,48.23,51.62,48.58,52.04
Run_2601,small_nonvolatile,photolysis,low,99.94,0.17,96.25,3.86,96.28,3.48
Run_2602,small_nonvolatile,base,high,100.07,0.35,78.36,22.07,77.95,22.60
Run_2603,small_nonvolatile,base,high,99.74,0.52,77.22,23.03,78.42,22.59
Run_2604,peptide,acid,low,100.36,0.21,96.98,3.59,97.30,3.79
Run_2605,peptide,acid,low,99.68,0.24,96.68,3.24,96.85,3.23
Run_2606,small_nonvolatile,photolysis,mid,99.53,0.56,90.61,9.48,90.49,9.47
Run_2607,small_volatile,thermal,high,100.17,0.78,52.37,48.58,51.42,48.49
Run_2608,peptide,thermal,low,99.52,0.82,96.70,3.65,96.41,3.19
Run_2609,peptide,base,high,100.06,0.47,63.84,36.69,63.56,37.07
Run_2610,peptide,base,low,99.77,0.50,96.97,3.30,96.22,3.37
Run_2611,peptide,oxidation,low,100.58,0.88,96.54,4.92,97.25,4.51
Run_2612,peptide,oxidation,low,100.12,0.56,98.97,1.71,98.23,1.24
Run_2613,peptide,oxidation,low,99.68,0.49,98.16,2.01,97.62,1.97
Run_2614,peptide,oxidation,high,99.78,0.70,68.07,32.40,68.88,33.29
Run_2615,peptide,base,low,99.69,0.33,96.59,3.43,96.81,3.77
Run_2616,small_nonvolatile,thermal,low,99.81,0.42,94.56,5.67,95.20,5.83
Run_2617,small_nonvolatile,photolysis,low,100.22,0.94,98.17,3.00,97.84,2.72
Run_2618,small_volatile,base,high,100.25,0.20,67.64,32.82,67.61,32.78
Run_2619,peptide,photolysis,low,100.63,0.33,98.56,2.40,98.17,2.26
Run_2620,small_volatile,base,high,99.57,0.53,50.82,49.28,51.53,49.44
Run_2621,small_nonvolatile,acid,low,99.68,0.56,96.04,4.20,95.40,3.41
Run_2622,peptide,acid,low,99.32,0.33,97.16,2.48,97.43,2.09
Run_2623,peptide,photolysis,high,99.19,0.29,58.19,41.30,58.11,42.12
Run_2624,small_nonvolatile,thermal,low,99.80,0.27,95.90,4.16,96.76,4.53
Run_2625,small_nonvolatile,base,low,100.69,0.77,96.64,4.83,96.33,4.88
Run_2626,small_nonvolatile,photolysis,high,100.56,0.18,50.85,49.89,50.98,50.35
Run_2627,small_volatile,photolysis,high,99.79,0.35,68.14,32.01,68.15,32.26
Run_2628,small_nonvolatile,base,low,100.85,0.69,99.63,1.91,99.13,2.34
Run_2629,small_volatile,thermal,mid,99.56,0.36,89.56,10.36,89.20,10.11
Run_2630,small_nonvolatile,acid,high,99.61,0.71,66.58,33.74,66.38,33.63
Run_2631,small_nonvolatile,thermal,high,99.95,0.41,65.06,35.29,65.05,34.26
Run_2632,small_volatile,oxidation,high,99.28,0.17,52.29,47.17,51.70,47.95
Run_2633,peptide,photolysis,low,99.67,0.13,98.41,1.38,98.41,0.96
Run_2634,peptide,thermal,low,100.14,0.22,98.79,1.56,98.96,1.84
Run_2635,small_volatile,photolysis,high,99.77,0.47,68.15,32.09,68.64,32.55
Run_2636,peptide,thermal,high,100.29,0.88,60.59,40.59,60.32,40.67
Run_2637,small_nonvolatile,acid,mid,99.77,0.22,82.52,17.48,82.05,17.10
Run_2638,small_volatile,oxidation,low,99.56,0.78,96.39,3.94,96.36,3.90
Run_2639,small_nonvolatile,base,low,99.23,0.71,94.10,5.84,93.86,5.82
Run_2640,small_volatile,oxidation,low,100.76,0.54,99.12,1.94,98.59,2.48
Run_2641,small_volatile,acid,mid,99.02,0.49,84.47,13.29,84.32,13.57
Run_2642,small_nonvolatile,thermal,high,99.98,0.87,73.03,27.82,72.82,27.29
Run_2643,small_volatile,oxidation,low,100.18,0.90,98.44,2.38,98.67,2.18
Run_2644,small_nonvolatile,acid,low,100.65,0.88,97.62,3.90,96.78,3.74
Run_2645,small_nonvolatile,base,low,100.89,0.29,99.62,1.56,99.28,1.02
Run_2646,peptide,thermal,low,99.50,0.66,97.50,2.66,97.41,2.54
Run_2647,small_nonvolatile,base,high,99.65,0.61,46.60,53.67,46.23,54.05
Run_2648,small_nonvolatile,oxidation,low,99.95,0.11,95.31,4.75,94.62,4.96
Run_2649,small_volatile,photolysis,mid,100.69,0.41,90.62,10.47,90.92,10.92
Run_2650,peptide,oxidation,low,99.76,0.35,96.85,3.26,96.28,3.13
Run_2651,peptide,photolysis,high,100.38,0.21,68.05,32.53,67.77,32.87
Run_2652,small_volatile,photolysis,mid,99.96,0.11,94.51,5.56,94.22,3.45
Run_2653,peptide,acid,high,100.59,0.18,61.20,39.58,60.69,38.74
Run_2654,peptide,acid,mid,100.08,0.92,83.26,17.74,81.99,18.29
Run_2655,small_nonvolatile,thermal,high,100.36,0.74,62.45,38.65,61.79,38.97
Run_2656,peptide,photolysis,high,99.77,0.45,61.46,38.77,61.84,39.03
